countrycode,year,rgdpo,pop,hc,cn,region
IRN,2005,1040927.2,69.76234699999999,1.9027244,3871055.3,Middle East & North Africa
IRN,2006,1122135.6,70.55476,1.9446853,4149314.8,Middle East & North Africa
IRN,2007,1278050.6,71.33647499999999,1.9875718,4478827.5,Middle East & North Africa
IRN,2008,1277558.9,72.120604,2.031404,4844007.5,Middle East & North Africa
IRN,2009,1315926.9,72.924837,2.0762029,5182617,Middle East & North Africa
IRN,2010,1410083,73.762519,2.1219895,5502156,Middle East & North Africa
IRN,2011,1492169.4,74.634957,2.1626949,5843048.5,Middle East & North Africa
IRN,2012,1285077.5,75.539878,2.2041814,6046859.5,Middle East & North Africa
IRN,2013,1237556.9,76.481961,2.2464635,6014899,Middle East & North Africa
IRN,2014,1206880,77.46576999999999,2.2895567,6126217,Middle East & North Africa
IRN,2015,1059475.3,78.492215,2.3334765,6275914.5,Middle East & North Africa
IRN,2016,1106818.6,79.56398899999999,2.3782389,6416570,Middle East & North Africa
IRN,2017,1132717,80.67388299999999,2.4238601,6689974.5,Middle East & North Africa
IRN,2018,1078852,81.80018799999999,2.4703562,6755383,Middle East & North Africa
IRN,2019,1097856.6,82.913906,2.5177443,6824485,Middle East & North Africa
IRQ,1950,,,,,Middle East & North Africa
IRQ,1951,,,,,Middle East & North Africa
IRQ,1952,,,,,Middle East & North Africa
IRQ,1953,,,,,Middle East & North Africa
IRQ,1954,,,,,Middle East & North Africa
IRQ,1955,,,,,Middle East & North Africa
IRQ,1956,,,,,Middle East & North Africa
IRQ,1957,,,,,Middle East & North Africa
IRQ,1958,,,,,Middle East & North Africa
IRQ,1959,,,,,Middle East & North Africa
IRQ,1960,,,,,Middle East & North Africa
IRQ,1961,,,,,Middle East & North Africa
IRQ,1962,,,,,Middle East & North Africa
IRQ,1963,,,,,Middle East & North Africa
IRQ,1964,,,,,Middle East & North Africa
IRQ,1965,,,,,Middle East & North Africa
IRQ,1966,,,,,Middle East & North Africa
IRQ,1967,,,,,Middle East & North Africa
IRQ,1968,,,,,Middle East & North Africa
IRQ,1969,,,,,Middle East & North Africa
IRQ,1970,46770.352,9.917983,1.0915432,44804.848,Middle East & North Africa
IRQ,1971,49330.25,10.25585,1.1022332,47979.477,Middle East & North Africa
IRQ,1972,54610.73,10.599668,1.1130279,51079.965,Middle East & North Africa
IRQ,1973,66791.328,10.950888,1.1239284,56103.973,Middle East & North Africa
IRQ,1974,78893.023,11.312062,1.1349356,61879.414,Middle East & North Africa
IRQ,1975,90330.039,11.68459,1.1460507,72384.578,Middle East & North Africa
IRQ,1976,104751.66,12.068676,1.1644719,83497.367,Middle East & North Africa
IRQ,1977,86642.344,12.46207,1.1831892,93013.461,Middle East & North Africa
IRQ,1978,102763.79,12.86068,1.2022073,106981.44,Middle East & North Africa
IRQ,1979,128352.32,13.259113,1.2215312,121408.95,Middle East & North Africa
IRQ,1980,131374.25,13.653354,1.2411656,134159.63,Middle East & North Africa
IRQ,1981,124153.3,14.044117,1.2631961,166655.25,Middle East & North Africa
IRQ,1982,119516.09,14.432468,1.2856175,196892.75,Middle East & North Africa
IRQ,1983,104508.46,14.815656,1.3084369,206234.09,Middle East & North Africa
IRQ,1984,102964.78,15.190393,1.3316615,209525.61,Middle East & North Africa
IRQ,1985,104611.98,15.5558,1.355298,211672.06,Middle East & North Africa
IRQ,1986,112992.34,15.909762,1.3890547,214303.66,Middle East & North Africa
IRQ,1987,133820.55,16.25707,1.4236522,216900.13,Middle East & North Africa
IRQ,1988,139155.63,16.612322,1.4591112,222066,Middle East & North Africa
IRQ,1989,124856.05,16.994948,1.4954536,232302.08,Middle East & North Africa
IRQ,1990,125449.58,17.419113,1.5327011,239532,Middle East & North Africa
IRQ,1991,42665.035,17.889459,1.5736454,231288.02,Middle East & North Africa
IRQ,1992,53382.754,18.402734,1.6156834,227269.8,Middle East & North Africa
IRQ,1993,79485.891,18.955085,1.6588445,227005.44,Middle East & North Africa
IRQ,1994,74968.563,19.53934,1.7031586,221068.05,Middle East & North Africa
IRQ,1995,61130.066,20.149338,1.7388449,214506.61,Middle East & North Africa
IRQ,1996,91483.352,20.783073,1.7697346,207696.8,Middle East & North Africa
IRQ,1997,111470.31,21.439574,1.8011731,203706.88,Middle East & North Africa
IRQ,1998,150088,22.114324,1.8331699,202383.06,Middle East & North Africa
IRQ,1999,174767.19,22.802064,1.8657353,200705.56,Middle East & North Africa
IRQ,2000,178330.56,23.497585,1.8988792,200409.34,Middle East & North Africa
IRQ,2001,182570.11,24.20818,1.9297748,207610.52,Middle East & North Africa
IRQ,2002,170755.25,24.931919,1.9611731,211658.16,Middle East & North Africa
IRQ,2003,109393.45,25.644499,1.9930823,223159.34,Middle East & North Africa
IRQ,2004,167136.94,26.313838,2.0255105,230113.55,Middle East & North Africa
IRQ,2005,178181.2,26.922284,2.0584664,258166.02,Middle East & North Africa
IRQ,2006,202061.11,27.448124,2.0810595,299218.34,Middle East & North Africa
IRQ,2007,232701.34,27.911248,2.1039004,330206.31,Middle East & North Africa
IRQ,2008,282842.47,28.385746,2.126992,408328.25,Middle East & North Africa
IRQ,2009,327235.63,28.973162,2.1503372,490192.38,Middle East & North Africa
IRQ,2010,389782.81,29.741976,2.1739385,607580.75,Middle East & North Africa
IRQ,2011,470902.22,30.7253,2.1864221,699811,Middle East & North Africa
IRQ,2012,549652.19,31.890011,2.1989772,725709.44,Middle East & North Africa
IRQ,2013,576601.56,33.15705,2.2116046,807918.94,Middle East & North Africa
IRQ,2014,516204.59,34.411951,2.2243044,1001340.9,Middle East & North Africa
IRQ,2015,373310.94,35.572261,2.237077,825483.69,Middle East & North Africa
IRQ,2016,367463.59,36.610632,2.2499232,744426,Middle East & North Africa
IRQ,2017,432711.44,37.552781,2.2628431,1058609.4,Middle East & North Africa
IRQ,2018,446474,38.4336,2.2758369,1086669,Middle East & North Africa
IRQ,2019,468582.53,39.309783,2.2889059,1132113.1,Middle East & North Africa
ISL,1950,1361.4189,.1431635013976592,1.9693136,6153.7891,Europe & Central Asia
ISL,1951,1341.7832,.1458337038152649,1.9788935,6367.9546,Europe & Central Asia
ISL,1952,1327.2478,.14819542824498,1.98852,6588.9121,Europe & Central Asia
ISL,1953,1531.469,.1512742681055411,1.9981935,6862.7065,Europe & Central Asia
ISL,1954,1692.4745,.1548068328347396,2.0079138,7209.9316,Europe & Central Asia
ISL,1955,1914.589,.1582933251100883,2.0176816,7797.8467,Europe & Central Asia
ISL,1956,1914.4506,.1616125566176065,2.0247595,8264.2227,Europe & Central Asia
ISL,1957,1921.6235,.165370483851868,2.0318623,8741.6221,Europe & Central Asia
ISL,1958,2122.5613,.169037251206598,2.0389898,9298.3994,Europe & Central Asia
ISL,1959,2178.1658,.1725858450305274,2.0461423,9945.1436,Europe & Central Asia
ISL,1960,2241.2588,.1761374387129679,2.0533202,10428.4,Europe & Central Asia
ISL,1961,2345.5061,.1791872351672475,2.0667887,10943.49,Europe & Central Asia
ISL,1962,2438.9587,.1823402058597721,2.0803452,11365.098,Europe & Central Asia
ISL,1963,2730.22,.1857736110867428,2.093991,12089.841,Europe & Central Asia
ISL,1964,3071.4202,.189144929689802,2.1077261,13100.948,Europe & Central Asia
ISL,1965,3360.1638,.1925913492283233,2.1215513,14188.615,Europe & Central Asia
ISL,1966,3595.7031,.195918595283207,2.1375113,15370.22,Europe & Central Asia
ISL,1967,3473.9768,.1989894355210719,2.1535912,16699.563,Europe & Central Asia
ISL,1968,3200.2017,.2015624783421239,2.1697919,17683.496,Europe & Central Asia
ISL,1969,3360.5408,.2032401305586227,2.1861145,18179.084,Europe & Central Asia
ISL,1970,3600.3518,.204426,2.2025602,18818.941,Europe & Central Asia
ISL,1971,4320.3853,.207088,2.222362,20201.926,Europe & Central Asia
ISL,1972,4258.5918,.209929,2.2423422,21345.021,Europe & Central Asia
ISL,1973,4754.8696,.212814,2.262502,22859.578,Europe & Central Asia
ISL,1974,5106.4541,.215563,2.2828431,24730.182,Europe & Central Asia
ISL,1975,5118.2158,.21807,2.3033669,26196.75,Europe & Central Asia
ISL,1976,5132.5024,.220291,2.3275883,27482.648,Europe & Central Asia
ISL,1977,5788.8066,.222266,2.3520644,28711.342,Europe & Central Asia
ISL,1978,6067.7983,.22415,2.3767979,29904.004,Europe & Central Asia
ISL,1979,6362.9951,.226103,2.4017913,31244.584,Europe & Central Asia
ISL,1980,6762.0581,.228262,2.4270477,33001.836,Europe & Central Asia
ISL,1981,7079.8374,.230664,2.4509571,34635.855,Europe & Central Asia
ISL,1982,7349.5576,.233269,2.4751022,36055.477,Europe & Central Asia
ISL,1983,6624.0381,.236019,2.499485,36839.004,Europe & Central Asia
ISL,1984,7288.6382,.238808,2.5241079,37892.41,Europe & Central Asia
ISL,1985,7215.3364,.241582,2.5489736,39025.531,Europe & Central Asia
ISL,1986,7868.0796,.244331,2.5700042,40073.855,Europe & Central Asia
ISL,1987,8844.8223,.247056,2.5875626,41534.066,Europe & Central Asia
ISL,1988,9090.7832,.249756,2.6052408,42989.125,Europe & Central Asia
ISL,1989,8681.9463,.252413,2.6230397,44106.031,Europe & Central Asia
ISL,1990,8657.9746,.255043,2.6409605,45228.027,Europe & Central Asia
ISL,1991,8817.6582,.257624,2.6579702,46356.582,Europe & Central Asia
ISL,1992,8453.9287,.260151,2.6750896,47190.957,Europe & Central Asia
ISL,1993,8570.4727,.262656,2.6923192,47721.969,Europe & Central Asia
ISL,1994,8841.3789,.265138,2.7096598,48293.188,Europe & Central Asia
ISL,1995,8842.123,.267629,2.7271121,48898.805,Europe & Central Asia
ISL,1996,9060.8037,.27015,2.7463403,48107.25,Europe & Central Asia
ISL,1997,9971.1338,.272709,2.7657042,55051.684,Europe & Central Asia
ISL,1998,10435.445,.275296,2.7852046,55465.383,Europe & Central Asia
ISL,1999,11171.425,.27787,2.8048425,55417.461,Europe & Central Asia
ISL,2000,11070.06,.280435,2.8246188,55476.492,Europe & Central Asia
ISL,2001,11638.281,.282907,2.8474743,57470.145,Europe & Central Asia
ISL,2002,11610.155,.285329,2.8705149,58293.184,Europe & Central Asia
ISL,2003,11665.775,.287952,2.8937418,60657.563,Europe & Central Asia
ISL,2004,12295.735,.291104,2.9171565,63364.57,Europe & Central Asia
ISL,2005,13454.312,.294979,2.9407609,66800.32,Europe & Central Asia
ISL,2006,13095.862,.29972,2.9628205,65126.074,Europe & Central Asia
ISL,2007,13818.892,.305183,2.9850454,60027.375,Europe & Central Asia
ISL,2008,17616.553,.310856,3.0074372,76494.063,Europe & Central Asia
ISL,2009,15098.467,.316062,3.0299969,82302.242,Europe & Central Asia
ISL,2010,13883.668,.320328,3.0527258,65932.078,Europe & Central Asia
ISL,2011,14248.506,.323474,3.0763693,64544.363,Europe & Central Asia
ISL,2012,14826.809,.325652,3.1004524,69837.492,Europe & Central Asia
ISL,2013,14737.569,.327187,3.1249852,75712.133,Europe & Central Asia
ISL,2014,14973.052,.328594,3.1499779,79712.547,Europe & Central Asia
ISL,2015,15658.37,.330243,3.1754417,81976.688,Europe & Central Asia
ISL,2016,16145.872,.332206,3.2013876,88932.664,Europe & Central Asia
ISL,2017,16667.592,.334393,3.2278268,91529.625,Europe & Central Asia
ISL,2018,16951.725,.336713,3.2547712,92903.914,Europe & Central Asia
ISL,2019,17972.625,.339031,3.282233,93709.984,Europe & Central Asia
ISR,1950,7212.5435,1.246403340354298,2.3763909,48328.512,Middle East & North Africa
ISR,1951,9678.8066,1.443972991810195,2.3817842,51961.074,Middle East & North Africa
ISR,1952,9385.0586,1.570845087951972,2.3871896,54860.996,Middle East & North Africa
ISR,1953,9338.2607,1.615602557643138,2.3926075,56721.012,Middle East & North Africa
ISR,1954,11147.667,1.658775459025274,2.3980374,59063.109,Middle East & North Africa
ISR,1955,12651.748,1.717295197918933,2.4034798,62388.871,Middle East & North Africa
ISR,1956,14021.217,1.792912008348741,2.4065936,65378.844,Middle East & North Africa
ISR,1957,15086.856,1.884339843769341,2.4097114,69063.617,Middle East & North Africa
ISR,1958,16171.78,1.96222814604022,2.4128332,73125.703,Middle East & North Africa
ISR,1959,18173.723,2.017293165575961,2.4159591,77585.688,Middle East & North Africa
ISR,1960,19296.736,2.075345713288391,2.4190888,82010.375,Middle East & North Africa
ISR,1961,21500.729,2.148566955880927,2.4344935,87726.492,Middle East & North Africa
ISR,1962,23264.789,2.239521823770384,2.4499962,94146.016,Middle East & North Africa
ISR,1963,25897.115,2.332321888877092,2.4655979,100377.71,Middle East & North Africa
ISR,1964,28232.73,2.421031374027099,2.4812987,109145.34,Middle East & North Africa
ISR,1965,28229.059,2.498545599877401,2.4970994,117312.21,Middle East & North Africa
ISR,1966,31142.984,2.559540620237176,2.5232186,123866.59,Middle East & North Africa
ISR,1967,31318.717,2.610381972714146,2.5496113,128232.57,Middle East & North Africa
ISR,1968,32762.313,2.662133446883921,2.5709431,131059.84,Middle East & North Africa
ISR,1969,37617.266,2.730034209095586,2.5890179,137259.95,Middle East & North Africa
ISR,1970,42233.984,2.813749,2.6072192,145633.27,Middle East & North Africa
ISR,1971,46985.977,2.90002,2.6358027,157669.97,Middle East & North Africa
ISR,1972,51960.102,2.996482,2.6646998,171424.22,Middle East & North Africa
ISR,1973,56390.582,3.098791,2.6939135,185344.03,Middle East & North Africa
ISR,1974,59301.699,3.20053,2.7234476,197778.58,Middle East & North Africa
ISR,1975,61723.254,3.296935,2.7533054,209496.28,Middle East & North Africa
ISR,1976,61867.348,3.387049,2.7856042,217772.09,Middle East & North Africa
ISR,1977,61854.102,3.472118,2.8182817,224766.44,Middle East & North Africa
ISR,1978,64739.117,3.552298,2.8513429,231743.77,Middle East & North Africa
ISR,1979,67740.664,3.628308,2.8847916,243258.86,Middle East & North Africa
ISR,1980,69561.844,3.700919,2.918633,250976.97,Middle East & North Africa
ISR,1981,73640.625,3.770688,2.9377549,259631.94,Middle East & North Africa
ISR,1982,75662.828,3.838113,2.9570019,269211.59,Middle East & North Africa
ISR,1983,78694.266,3.903955,2.9763753,280257.53,Middle East & North Africa
ISR,1984,79929.422,3.969172,2.9958754,291728.47,Middle East & North Africa
ISR,1985,81336.438,4.035068,3.0155034,300601.06,Middle East & North Africa
ISR,1986,86716.484,4.100538,3.0410485,313217.63,Middle East & North Africa
ISR,1987,93805.516,4.167127,3.0668101,328388.84,Middle East & North Africa
ISR,1988,97296.578,4.241784,3.0927896,343761.28,Middle East & North Africa
ISR,1989,95927.891,4.333587,3.1189897,360065.56,Middle East & North Africa
ISR,1990,105208.66,4.448353,3.1454115,385235.94,Middle East & North Africa
ISR,1991,114560.7,4.589302,3.1614509,420108.53,Middle East & North Africa
ISR,1992,124223.77,4.752823999999999,3.1775723,457549.5,Middle East & North Africa
ISR,1993,131178.8,4.929415,3.1937757,498910.22,Middle East & North Africa
ISR,1994,140028.22,5.105576999999999,3.2100618,543856.13,Middle East & North Africa
ISR,1995,150968.59,5.271367,3.2264309,591858.25,Middle East & North Africa
ISR,1996,162328.25,5.424249,3.2438779,644493,Middle East & North Africa
ISR,1997,171885.45,5.566553,3.2614188,686628.63,Middle East & North Africa
ISR,1998,180630.44,5.699273,3.2790549,725829.25,Middle East & North Africa
ISR,1999,191088.77,5.824941,3.2967861,764116,Middle East & North Africa
ISR,2000,210053.2,5.94595,3.3146133,782138.31,Middle East & North Africa
ISR,2001,212886.88,6.060676,3.3258748,794133.19,Middle East & North Africa
ISR,2002,213561.3,6.169313,3.3371742,800339,Middle East & North Africa
ISR,2003,205449.06,6.278373999999999,3.3485122,788302.38,Middle East & North Africa
ISR,2004,204806.89,6.396514,3.3598888,782949.38,Middle East & North Africa
ISR,2005,207742.47,6.529478999999999,3.3713038,782691.5,Middle East & North Africa
ISR,2006,210287.69,6.680637,3.4042428,796242.56,Middle East & North Africa
ISR,2007,214178.91,6.847141,3.4375033,814218.25,Middle East & North Africa
ISR,2008,215497.81,7.020836,3.4710889,833481.94,Middle East & North Africa
ISR,2009,227777.06,7.190034,3.5050027,850730.63,Middle East & North Africa
ISR,2010,240089.13,7.346445999999999,3.539248,868753.13,Middle East & North Africa
ISR,2011,252041.48,7.4871,3.5750461,894681.31,Middle East & North Africa
ISR,2012,265843.41,7.614952,3.6116276,978570.75,Middle East & North Africa
ISR,2013,279062.75,7.734840999999999,3.6490142,1062165.9,Middle East & North Africa
ISR,2014,284561.66,7.854213,3.687228,1149322.5,Middle East & North Africa
ISR,2015,297448.84,7.97849,3.7262924,1127497.1,Middle East & North Africa
ISR,2016,316568.63,8.108984999999999,3.7662306,1175137.8,Middle East & North Africa
ISR,2017,321337.19,8.243848,3.8070676,1146041.6,Middle East & North Africa
ISR,2018,320538.56,8.381516,3.8488286,1185933.8,Middle East & North Africa
ISR,2019,328529.53,8.519377,3.8915401,1226272.1,Middle East & North Africa
ITA,1950,213111.06,46.98023487489756,1.7935177,976759.63,Europe & Central Asia
ITA,1951,232222.3,47.29240557344838,1.8053249,1012381.9,Europe & Central Asia
ITA,1952,239642.58,47.53974980391706,1.8172097,1050191.9,Europe & Central Asia
ITA,1953,256834.97,47.8299794119444,1.8291728,1094660.9,Europe & Central Asia
ITA,1954,267962.47,48.17107263003043,1.8412148,1145449.5,Europe & Central Asia
ITA,1955,286192.41,48.50418761561642,1.853336,1210160,Europe & Central Asia
ITA,1956,297115.38,48.79142681317878,1.8650091,1277986.5,Europe & Central Asia
ITA,1957,309659.56,49.05173329358912,1.8767557,1347264.3,Europe & Central Asia
ITA,1958,323375.28,49.34495711667489,1.8885764,1419607.3,Europe & Central Asia
ITA,1959,346656.06,49.70001319278436,1.9004714,1502647.5,Europe & Central Asia
ITA,1960,379633.06,50.06464543064996,1.9124415,1601015.4,Europe & Central Asia
ITA,1961,411400.09,50.38938270142189,1.9270914,1713169.3,Europe & Central Asia
ITA,1962,434536.09,50.70853482898443,1.9418536,1836715.1,Europe & Central Asia
ITA,1963,454516.91,51.06269302103572,1.9567288,1964864.1,Europe & Central Asia
ITA,1964,467301.91,51.46352977033214,1.9717182,2072232,Europe & Central Asia
ITA,1965,480474.13,51.84940305352333,1.9868221,2158284,Europe & Central Asia
ITA,1966,507443,52.19299208492362,2.0020418,2251476.8,Europe & Central Asia
ITA,1967,544073.25,52.52760227574209,2.0173783,2364906.8,Europe & Central Asia
ITA,1968,579405.56,52.84625600156047,2.0328321,2485635.3,Europe & Central Asia
ITA,1969,614753.31,53.17578325550719,2.0484042,2630342,Europe & Central Asia
ITA,1970,697684.38,53.518969,2.0640957,2865404,Europe & Central Asia
ITA,1971,715245.25,53.88887399999999,2.0857735,3043862.5,Europe & Central Asia
ITA,1972,751208.88,54.258741,2.1076789,3173252.5,Europe & Central Asia
ITA,1973,816292.81,54.619237,2.1298144,3305078.5,Europe & Central Asia
ITA,1974,873768.88,54.957794,2.1521823,3458042.8,Europe & Central Asia
ITA,1975,863432.63,55.26528399999999,2.1747851,3611263.3,Europe & Central Asia
ITA,1976,950277.06,55.53795599999999,2.1976256,3810655,Europe & Central Asia
ITA,1977,999901.81,55.77788,2.2207057,4068325.8,Europe & Central Asia
ITA,1978,1059180,55.988981,2.2440281,4339257.5,Europe & Central Asia
ITA,1979,1156425.4,56.177851,2.2675955,4629148.5,Europe & Central Asia
ITA,1980,1236363.8,56.349349,2.2914107,4853549.5,Europe & Central Asia
ITA,1981,1216659,56.505478,2.3163922,4967053,Europe & Central Asia
ITA,1982,1197943.6,56.644863,2.3416462,4974315,Europe & Central Asia
ITA,1983,1184148.4,56.765251,2.3671753,4919659.5,Europe & Central Asia
ITA,1984,1199590.5,56.86313699999999,2.392983,4915891,Europe & Central Asia
ITA,1985,1210967.3,56.936774,2.4190719,4993636,Europe & Central Asia
ITA,1986,1292944.3,56.983931,2.4454453,5173658,Europe & Central Asia
ITA,1987,1358465.1,57.007741,2.472106,5454008.5,Europe & Central Asia
ITA,1988,1418727,57.018183,2.4990578,5851561.5,Europe & Central Asia
ITA,1989,1477758.6,57.028703,2.5263031,6351730,Europe & Central Asia
ITA,1990,1541241.9,57.048236,2.5538454,6936038,Europe & Central Asia
ITA,1991,1588199.5,57.088113,2.5766487,7589872.5,Europe & Central Asia
ITA,1992,1617795.3,57.145306,2.5976179,8269117.5,Europe & Central Asia
ITA,1993,1614803.3,57.197613,2.618758,8864809,Europe & Central Asia
ITA,1994,1667777,57.213544,2.6400697,9363661,Europe & Central Asia
ITA,1995,1748618.1,57.174408,2.6615553,9702192,Europe & Central Asia
ITA,1996,1782923.1,57.065225,2.6832154,9797411,Europe & Central Asia
ITA,1997,1856405.3,56.90364,2.7050521,9676317,Europe & Central Asia
ITA,1998,1942746.3,56.74276,2.7270663,9597037,Europe & Central Asia
ITA,1999,1997615,56.655632,2.7492597,9412865,Europe & Central Asia
ITA,2000,2046561.8,56.692178,2.7716336,9280035,Europe & Central Asia
ITA,2001,2047270.5,56.875147,2.7933569,9098001,Europe & Central Asia
ITA,2002,2019462.8,57.182519,2.8152504,8919269,Europe & Central Asia
ITA,2003,2028394.5,57.564588,2.8373156,9023564,Europe & Central Asia
ITA,2004,2040372.8,57.948424,2.8595536,9408274,Europe & Central Asia
ITA,2005,2123677.3,58.281212,2.8819659,9811736,Europe & Central Asia
ITA,2006,2202942.8,58.54261899999999,2.9045539,10982278,Europe & Central Asia
ITA,2007,2307500.8,58.747861,2.927319,11957171,Europe & Central Asia
ITA,2008,2359304.8,58.922109,2.9502625,13138231,Europe & Central Asia
ITA,2009,2266004,59.105625,2.9733858,14589400,Europe & Central Asia
ITA,2010,2293011,59.325229,2.9966903,13689293,Europe & Central Asia
ITA,2011,2351126.5,59.589076,3.0142395,15249784,Europe & Central Asia
ITA,2012,2301511,59.879471,3.0318916,17351088,Europe & Central Asia
ITA,2013,2246689.3,60.16683,3.0496473,17177916,Europe & Central Asia
ITA,2014,2232717.8,60.40962,3.0675068,17346424,Europe & Central Asia
ITA,2015,2241117,60.578494,3.0854707,17921584,Europe & Central Asia
ITA,2016,2351041.3,60.66305999999999,3.1035399,19327484,Europe & Central Asia
ITA,2017,2436383.3,60.67370099999999,3.1217148,18760782,Europe & Central Asia
ITA,2018,2458235.8,60.627291,3.1399965,18794638,Europe & Central Asia
ITA,2019,2466327.5,60.550075,3.158385,18855818,Europe & Central Asia
JAM,1950,,,,,Latin America & Caribbean
JAM,1951,,,,,Latin America & Caribbean
JAM,1952,,,,,Latin America & Caribbean
JAM,1953,5079.5737,1.395716421895774,1.7726903,19032.637,Latin America & Caribbean
JAM,1954,5654.6221,1.416134604232381,1.7777152,19688.127,Latin America & Caribbean
JAM,1955,6217.2119,1.436610761723761,1.7827543,20427.117,Latin America & Caribbean
JAM,1956,6909.2344,1.457038491556095,1.788179,21378.27,Latin America & Caribbean
JAM,1957,7812.7148,1.48127302649171,1.7936202,22718.344,Latin America & Caribbean
JAM,1958,7984.9854,1.510863016349469,1.799078,23950.178,Latin America & Caribbean
JAM,1959,8231.1611,1.543053490976971,1.8045524,24982.713,Latin America & Caribbean
JAM,1960,8696.5381,1.574577136294516,1.8100435,26185.316,Latin America & Caribbean
JAM,1961,9112.749,1.590145535892276,1.8276045,27129.113,Latin America & Caribbean
JAM,1962,9256.1396,1.606752196892773,1.8453361,27945.459,Latin America & Caribbean
JAM,1963,9979.7119,1.638324154839296,1.8632396,28700.289,Latin America & Caribbean
JAM,1964,10535.839,1.678031499385336,1.8813169,29782.047,Latin America & Caribbean
JAM,1965,10882.029,1.715085330299828,1.8995695,30981.6,Latin America & Caribbean
JAM,1966,11092.968,1.756273802014232,1.9179993,32341.436,Latin America & Caribbean
JAM,1967,11202.145,1.79585001228162,1.9366078,33843.016,Latin America & Caribbean
JAM,1968,11324.604,1.827095744952476,1.9553969,35917.723,Latin America & Caribbean
JAM,1969,11826.171,1.852317467940195,1.9743683,38198.902,Latin America & Caribbean
JAM,1970,13439.157,1.875642,1.9935237,40624.23,Latin America & Caribbean
JAM,1971,13927.491,1.904276,2.0074821,42556.961,Latin America & Caribbean
JAM,1972,15324.109,1.9351,2.0215378,44401.441,Latin America & Caribbean
JAM,1973,15551.888,1.966974,2.0356922,46191.664,Latin America & Caribbean
JAM,1974,15073.686,1.998309,2.0499458,47361.035,Latin America & Caribbean
JAM,1975,14825.617,2.028016,2.0642991,48721.934,Latin America & Caribbean
JAM,1976,13968.552,2.055365,2.0787528,48932.563,Latin America & Caribbean
JAM,1977,13208.654,2.080831,2.0933077,48461.691,Latin America & Caribbean
JAM,1978,12540.844,2.105907,2.1079648,47966.566,Latin America & Caribbean
JAM,1979,11501.169,2.132785,2.1227241,47426.836,Latin America & Caribbean
JAM,1980,10284.068,2.162846,2.1375871,46413.871,Latin America & Caribbean
JAM,1981,10177.661,2.196921,2.158854,45736.313,Latin America & Caribbean
JAM,1982,10177.123,2.234057,2.1803322,45144.102,Latin America & Caribbean
JAM,1983,10606.021,2.271736,2.2020245,44213.578,Latin America & Caribbean
JAM,1984,10198.118,2.306366,2.2239323,43168.742,Latin America & Caribbean
JAM,1985,9072.5918,2.33551,2.246058,42252.176,Latin America & Caribbean
JAM,1986,10052.49,2.358161,2.2684042,40768.191,Latin America & Caribbean
JAM,1987,11149.389,2.375393,2.2909725,39138.613,Latin America & Caribbean
JAM,1988,11705.403,2.389411,2.3137653,37572.605,Latin America & Caribbean
JAM,1989,11902.1,2.403464,2.3367848,36287.27,Latin America & Caribbean
JAM,1990,12786.1,2.419906,2.3600335,35057.539,Latin America & Caribbean
JAM,1991,12469.604,2.439334,2.3806062,33930.895,Latin America & Caribbean
JAM,1992,13237.063,2.461049,2.4013581,33718.23,Latin America & Caribbean
JAM,1993,14182.543,2.484581,2.422291,33722.879,Latin America & Caribbean
JAM,1994,14210.192,2.509043,2.4434063,33969.086,Latin America & Caribbean
JAM,1995,14409.62,2.533711,2.4647057,34553.445,Latin America & Caribbean
JAM,1996,14735.584,2.558637,2.486191,35538.473,Latin America & Caribbean
JAM,1997,14650.667,2.583916,2.5078633,36711.219,Latin America & Caribbean
JAM,1998,14917.28,2.608873,2.5297246,38087.566,Latin America & Caribbean
JAM,1999,15271.753,2.632675,2.5517764,39763.543,Latin America & Caribbean
JAM,2000,15567.36,2.654701,2.5694251,42466.438,Latin America & Caribbean
JAM,2001,15637.285,2.674702,2.5677783,46426.594,Latin America & Caribbean
JAM,2002,15710.017,2.692845,2.5661325,51671.488,Latin America & Caribbean
JAM,2003,17195.205,2.709437,2.5644879,57800.367,Latin America & Caribbean
JAM,2004,17528.779,2.725015,2.5628445,65853.188,Latin America & Caribbean
JAM,2005,18850.211,2.740003,2.5612018,76336.68,Latin America & Caribbean
JAM,2006,19535.191,2.754407,2.5593562,90109.953,Latin America & Caribbean
JAM,2007,20697.547,2.768227,2.5569203,106753.57,Latin America & Caribbean
JAM,2008,20580.848,2.781876,2.5544868,126800.36,Latin America & Caribbean
JAM,2009,20663.855,2.795837,2.5520554,147746.36,Latin America & Caribbean
JAM,2010,21172.873,2.81046,2.5496264,165454.17,Latin America & Caribbean
JAM,2011,21616.742,2.825929,2.5572393,173689.2,Latin America & Caribbean
JAM,2012,22558.844,2.842132,2.5632749,164516.84,Latin America & Caribbean
JAM,2013,23061.316,2.858712,2.5684254,163179.09,Latin America & Caribbean
JAM,2014,23113.689,2.875139,2.5735862,158744.73,Latin America & Caribbean
JAM,2015,23385.148,2.891021,2.5787573,155404.91,Latin America & Caribbean
JAM,2016,23518.99,2.906236,2.5839388,151915.89,Latin America & Caribbean
JAM,2017,23969.088,2.920848,2.5891306,149549.39,Latin America & Caribbean
JAM,2018,24710.32,2.934847,2.5943332,150704.94,Latin America & Caribbean
JAM,2019,24867.324,2.948279,2.599546,152178.19,Latin America & Caribbean
JOR,1950,,,,,Middle East & North Africa
JOR,1951,,,,,Middle East & North Africa
JOR,1952,,,,,Middle East & North Africa
